date,open,high,low,close,volume,dividend,split_factor,adjusted_close,source
2021-07-27,29.515979,29.63490851,29.41867423,29.49435425,41265188,0,1,29.49435425,yahoo_finance_adjusted_fallback
2021-07-28,29.42948803,29.42948803,28.92133613,29.02945328,120230996,0,1,29.02945328,yahoo_finance_adjusted_fallback
2021-07-29,29.3754345,29.53761024,29.24569258,29.51598549,42856636,0,1,29.51598549,yahoo_finance_adjusted_fallback
2021-07-30,29.53760781,29.53760781,29.40786591,29.41867828,15472072,0,1,29.41867828,yahoo_finance_adjusted_fallback
2021-08-02,29.62409887,29.84033317,29.41867695,29.81870842,28890076,0,1,29.81870842,yahoo_finance_adjusted_fallback
2021-08-03,29.82952398,29.93764114,29.7754654,29.93764114,24320952,0,1,29.93764114,yahoo_finance_adjusted_fallback
2021-08-04,29.98088432,30.1214386,29.93763812,30.11062622,21724496,0,1,30.11062622,yahoo_finance_adjusted_fallback
2021-08-05,30.11062481,30.15387101,30.02413241,30.05656624,22573208,0,1,30.05656624,yahoo_finance_adjusted_fallback
2021-08-06,30.03494428,30.05656903,29.79708852,30.01332283,15681916,0,1,30.01332283,yahoo_finance_adjusted_fallback
2021-08-09,29.88358028,29.9592636,29.55922882,29.92682648,20148264,0,1,29.92682648,yahoo_finance_adjusted_fallback
2021-08-10,29.93764036,29.94845274,29.73221842,29.76465225,9903104,0,1,29.76465225,yahoo_finance_adjusted_fallback
2021-08-11,29.69978408,29.76465173,29.53760835,29.66734695,14460116,0,1,29.66734695,yahoo_finance_adjusted_fallback
2021-08-12,29.66734937,29.67816175,29.515986,29.61329079,8938108,0,1,29.61329079,yahoo_finance_adjusted_fallback
2021-08-13,29.5376014,29.59165996,29.31055476,29.33217621,28719444,0,1,29.33217621,yahoo_finance_adjusted_fallback
2021-08-16,29.29974874,29.35380731,29.17000683,29.26731491,42835976,0,1,29.26731491,yahoo_finance_adjusted_fallback
2021-08-17,29.27812217,29.29974692,29.04026642,29.0510788,52037948,0,1,29.0510788,yahoo_finance_adjusted_fallback
2021-08-18,28.88890007,29.18081436,28.64022868,29.17000198,85849596,0,1,29.17000198,yahoo_finance_adjusted_fallback
2021-08-19,29.08351537,29.08351537,28.45643718,28.49968338,105585004,0,1,28.49968338,yahoo_finance_adjusted_fallback
2021-08-20,28.58617358,28.71591548,28.15370498,28.27263451,62649456,0,1,28.27263451,yahoo_finance_adjusted_fallback
2021-08-23,28.59698546,29.07270025,28.57536071,29.0510788,23545608,0,1,29.0510788,yahoo_finance_adjusted_fallback
2021-08-24,29.23487994,29.26731706,29.10514132,29.13757515,19796404,0,1,29.13757515,yahoo_finance_adjusted_fallback
2021-08-25,29.22406543,29.42949066,29.22406543,29.41867828,27403636,0,1,29.41867828,yahoo_finance_adjusted_fallback
2021-08-26,29.7214026,29.84033211,29.48354685,29.62409782,28349696,0,1,29.62409782,yahoo_finance_adjusted_fallback
2021-08-27,29.55922743,29.94844982,29.50516885,29.87276649,66067832,0,1,29.87276649,yahoo_finance_adjusted_fallback
2021-08-30,29.98088382,30.1646843,29.93763762,30.1646843,85414624,0,1,30.1646843,yahoo_finance_adjusted_fallback
2021-08-31,30.14305882,30.34848404,29.86195688,30.34848404,64500216,0,1,30.34848404,yahoo_finance_adjusted_fallback
2021-09-01,30.30524177,30.55391324,30.28362032,30.48904228,72891272,0,1,30.48904228,yahoo_finance_adjusted_fallback
2021-09-02,30.46740345,30.57552057,30.2511692,30.2511692,27917864,0,1,30.2511692,yahoo_finance_adjusted_fallback
2021-09-03,30.41335049,30.72689284,30.37010429,30.68364334,44336692,0,1,30.68364334,yahoo_finance_adjusted_fallback
2021-09-06,30.6836511,31.02962736,30.61878344,30.8242054,55343340,0,1,30.8242054,yahoo_finance_adjusted_fallback
2021-09-07,30.87825617,30.87825617,30.58633857,30.68364334,32844564,0,1,30.68364334,yahoo_finance_adjusted_fallback
2021-09-08,30.65121202,30.70527059,30.26198962,30.41335297,27915944,0,1,30.41335297,yahoo_finance_adjusted_fallback
2021-09-09,30.19712271,30.48904037,30.12144267,30.337677,12250292,0,1,30.337677,yahoo_finance_adjusted_fallback
2021-09-10,30.42416513,30.72689513,30.38091893,30.69445801,11929744,0,1,30.69445801,yahoo_finance_adjusted_fallback
2021-09-13,30.67282991,30.67282991,30.52146329,30.58633423,12939284,0,1,30.58633423,yahoo_finance_adjusted_fallback
2021-09-14,30.6728368,30.74851683,30.56471965,30.61877823,9637564,0,1,30.61877823,yahoo_finance_adjusted_fallback
2021-09-15,30.55390418,30.58633801,30.35929135,30.43497467,47972592,0,1,30.43497467,yahoo_finance_adjusted_fallback
2021-09-16,30.44578931,30.48903551,30.21874264,30.29442596,32048512,0,1,30.29442596,yahoo_finance_adjusted_fallback
2021-09-17,30.2944242,30.49984611,30.16468231,30.3809166,15056364,0,1,30.3809166,yahoo_finance_adjusted_fallback
2021-09-22,29.6457255,29.75384266,29.47273739,29.66734695,95626476,0,1,29.66734695,yahoo_finance_adjusted_fallback
2021-09-23,29.84033394,29.94845109,29.75384154,29.84033394,22950432,0,1,29.84033394,yahoo_finance_adjusted_fallback
2021-09-24,30.01332727,30.19712448,29.99170252,30.19712448,24728896,0,1,30.19712448,yahoo_finance_adjusted_fallback
2021-09-27,30.24037043,30.34848759,30.09981615,30.27280426,46916492,0,1,30.27280426,yahoo_finance_adjusted_fallback
2021-09-28,30.11062481,30.13224956,29.89439052,30.05656624,70802024,0,1,30.05656624,yahoo_finance_adjusted_fallback
2021-09-29,29.60247508,29.60247508,29.288936,29.40786552,118838624,0,1,29.40786552,yahoo_finance_adjusted_fallback
2021-09-30,29.47273866,29.64572677,29.23487958,29.6349144,66370156,0,1,29.6349144,yahoo_finance_adjusted_fallback
2021-10-01,29.47273628,29.47273628,28.8997134,28.96458435,108369932,0,1,28.96458435,yahoo_finance_adjusted_fallback
