date,nav,currency,source
1990-01-01,8.03,USD,anuefund_public
1990-01-02,8.03,USD,anuefund_public
1990-01-03,8.03,USD,anuefund_public
1990-01-04,8.03,USD,anuefund_public
1990-01-05,8.03,USD,anuefund_public
1990-01-08,8.03,USD,anuefund_public
1990-01-09,8.03,USD,anuefund_public
1990-01-10,8.03,USD,anuefund_public
1990-01-11,8.03,USD,anuefund_public
1990-01-12,8.03,USD,anuefund_public
1990-01-15,8.03,USD,anuefund_public
1990-01-16,8.03,USD,anuefund_public
1990-01-17,8.03,USD,anuefund_public
1990-01-18,8.03,USD,anuefund_public
1990-01-19,8.03,USD,anuefund_public
1990-01-22,8.03,USD,anuefund_public
1990-01-23,8.03,USD,anuefund_public
1990-01-24,8.03,USD,anuefund_public
1990-01-25,8.03,USD,anuefund_public
1990-01-26,8.03,USD,anuefund_public
1990-01-29,8.03,USD,anuefund_public
1990-01-30,8.03,USD,anuefund_public
1990-01-31,8.24,USD,anuefund_public
1990-02-01,8.24,USD,anuefund_public
1990-02-02,8.24,USD,anuefund_public
1990-02-05,8.24,USD,anuefund_public
1990-02-06,8.24,USD,anuefund_public
1990-02-07,8.24,USD,anuefund_public
1990-02-08,8.24,USD,anuefund_public
1990-02-09,8.24,USD,anuefund_public
1990-02-12,8.24,USD,anuefund_public
1990-02-13,8.24,USD,anuefund_public
1990-02-14,8.24,USD,anuefund_public
1990-02-15,8.24,USD,anuefund_public
1990-02-16,8.24,USD,anuefund_public
1990-02-19,8.24,USD,anuefund_public
1990-02-20,8.24,USD,anuefund_public
1990-02-21,8.24,USD,anuefund_public
1990-02-22,8.24,USD,anuefund_public
1990-02-23,8.24,USD,anuefund_public
1990-02-26,8.24,USD,anuefund_public
1990-02-27,8.24,USD,anuefund_public
1990-02-28,8.37,USD,anuefund_public
1990-03-01,8.37,USD,anuefund_public
1990-03-02,8.37,USD,anuefund_public
1990-03-05,8.37,USD,anuefund_public
1990-03-06,8.37,USD,anuefund_public
1990-03-07,8.37,USD,anuefund_public
1990-03-08,8.37,USD,anuefund_public
1990-03-09,8.37,USD,anuefund_public
1990-03-12,8.37,USD,anuefund_public
1990-03-13,8.37,USD,anuefund_public
1990-03-14,8.37,USD,anuefund_public
1990-03-15,8.37,USD,anuefund_public
1990-03-16,8.37,USD,anuefund_public
1990-03-19,8.37,USD,anuefund_public
1990-03-20,8.37,USD,anuefund_public
1990-03-21,8.37,USD,anuefund_public
