date,nav,currency,source
1997-03-24,10,USD,anuefund_public
1997-03-25,10,USD,anuefund_public
1997-03-26,9.92,USD,anuefund_public
1997-03-27,9.97,USD,anuefund_public
1997-03-28,9.91,USD,anuefund_public
1997-03-31,9.91,USD,anuefund_public
1997-04-01,9.81,USD,anuefund_public
1997-04-02,9.81,USD,anuefund_public
1997-04-03,9.76,USD,anuefund_public
1997-04-04,9.74,USD,anuefund_public
1997-04-07,9.73,USD,anuefund_public
1997-04-08,9.7,USD,anuefund_public
1997-04-09,9.67,USD,anuefund_public
1997-04-10,9.67,USD,anuefund_public
1997-04-11,9.69,USD,anuefund_public
1997-04-14,9.57,USD,anuefund_public
1997-04-15,9.59,USD,anuefund_public
1997-04-16,9.62,USD,anuefund_public
1997-04-17,9.66,USD,anuefund_public
1997-04-18,9.7,USD,anuefund_public
1997-04-21,9.74,USD,anuefund_public
1997-04-22,9.72,USD,anuefund_public
1997-04-23,9.81,USD,anuefund_public
1997-04-24,9.85,USD,anuefund_public
1997-04-25,9.84,USD,anuefund_public
1997-04-28,9.85,USD,anuefund_public
1997-04-29,9.85,USD,anuefund_public
1997-04-30,9.92,USD,anuefund_public
1997-05-01,9.92,USD,anuefund_public
1997-05-02,9.92,USD,anuefund_public
1997-05-05,9.93,USD,anuefund_public
1997-05-06,9.95,USD,anuefund_public
1997-05-07,9.97,USD,anuefund_public
1997-05-08,9.97,USD,anuefund_public
1997-05-09,10.02,USD,anuefund_public
1997-05-12,10.06,USD,anuefund_public
1997-05-13,10.11,USD,anuefund_public
1997-05-14,10.09,USD,anuefund_public
1997-05-15,10.03,USD,anuefund_public
1997-05-16,10.17,USD,anuefund_public
1997-05-19,10.17,USD,anuefund_public
1997-05-20,10.24,USD,anuefund_public
1997-05-21,10.28,USD,anuefund_public
1997-05-22,10.24,USD,anuefund_public
1997-05-23,10.2,USD,anuefund_public
1997-05-26,10.28,USD,anuefund_public
1997-05-27,10.25,USD,anuefund_public
1997-05-28,10.25,USD,anuefund_public
1997-05-29,10.23,USD,anuefund_public
1997-05-30,10.25,USD,anuefund_public
1997-06-02,10.28,USD,anuefund_public
1997-06-03,10.29,USD,anuefund_public
1997-06-04,10.29,USD,anuefund_public
1997-06-05,10.27,USD,anuefund_public
1997-06-06,10.29,USD,anuefund_public
1997-06-09,10.29,USD,anuefund_public
1997-06-10,10.28,USD,anuefund_public
1997-06-11,10.32,USD,anuefund_public
1997-06-12,10.31,USD,anuefund_public
1997-06-13,10.37,USD,anuefund_public
1997-06-16,10.41,USD,anuefund_public
1997-06-17,10.36,USD,anuefund_public
1997-06-18,10.37,USD,anuefund_public
1997-06-19,10.32,USD,anuefund_public
1997-06-20,10.28,USD,anuefund_public
1997-06-23,10.28,USD,anuefund_public
1997-06-24,10.14,USD,anuefund_public
1997-06-25,10.14,USD,anuefund_public
1997-06-26,10.06,USD,anuefund_public
1997-06-27,10.05,USD,anuefund_public
1997-06-30,10.04,USD,anuefund_public
1997-07-01,10.06,USD,anuefund_public
1997-07-02,10.12,USD,anuefund_public
1997-07-03,10.09,USD,anuefund_public
1997-07-04,10.04,USD,anuefund_public
1997-07-07,9.97,USD,anuefund_public
1997-07-08,9.76,USD,anuefund_public
1997-07-09,9.81,USD,anuefund_public
1997-07-10,9.68,USD,anuefund_public
1997-07-11,9.74,USD,anuefund_public
1997-07-14,9.7,USD,anuefund_public
1997-07-15,9.67,USD,anuefund_public
1997-07-16,9.68,USD,anuefund_public
1997-07-17,9.75,USD,anuefund_public
1997-07-18,9.82,USD,anuefund_public
1997-07-21,9.73,USD,anuefund_public
1997-07-22,9.67,USD,anuefund_public
1997-07-23,9.75,USD,anuefund_public
1997-07-24,9.77,USD,anuefund_public
1997-07-25,9.81,USD,anuefund_public
1997-07-28,9.85,USD,anuefund_public
1997-07-29,9.96,USD,anuefund_public
1997-07-30,9.92,USD,anuefund_public
1997-07-31,10,USD,anuefund_public
1997-08-01,9.98,USD,anuefund_public
1997-08-04,9.92,USD,anuefund_public
1997-08-05,9.93,USD,anuefund_public
1997-08-06,9.9,USD,anuefund_public
1997-08-07,9.9,USD,anuefund_public
1997-08-08,9.9,USD,anuefund_public
1997-08-11,9.86,USD,anuefund_public
1997-08-12,9.85,USD,anuefund_public
1997-08-13,9.84,USD,anuefund_public
1997-08-14,9.84,USD,anuefund_public
1997-08-15,9.84,USD,anuefund_public
1997-08-18,9.71,USD,anuefund_public
1997-08-19,9.69,USD,anuefund_public
1997-08-20,9.72,USD,anuefund_public
1997-08-21,9.76,USD,anuefund_public
1997-08-22,9.72,USD,anuefund_public
1997-08-25,9.78,USD,anuefund_public
1997-08-26,9.81,USD,anuefund_public
1997-08-27,9.79,USD,anuefund_public
1997-08-28,9.72,USD,anuefund_public
1997-08-29,9.64,USD,anuefund_public
1997-09-01,9.51,USD,anuefund_public
1997-09-02,9.48,USD,anuefund_public
1997-09-03,9.57,USD,anuefund_public
1997-09-04,9.55,USD,anuefund_public
1997-09-05,9.57,USD,anuefund_public
1997-09-08,9.6,USD,anuefund_public
1997-09-09,9.56,USD,anuefund_public
1997-09-10,9.55,USD,anuefund_public
1997-09-11,9.43,USD,anuefund_public
1997-09-12,9.36,USD,anuefund_public
1997-09-15,9.28,USD,anuefund_public
1997-09-16,9.21,USD,anuefund_public
1997-09-17,9.24,USD,anuefund_public
1997-09-18,9.18,USD,anuefund_public
1997-09-19,9.32,USD,anuefund_public
1997-09-22,9.33,USD,anuefund_public
1997-09-23,9.3,USD,anuefund_public
1997-09-24,9.26,USD,anuefund_public
1997-09-25,9.24,USD,anuefund_public
1997-09-26,9.33,USD,anuefund_public
1997-09-29,9.33,USD,anuefund_public
1997-09-30,9.47,USD,anuefund_public
1997-10-01,9.62,USD,anuefund_public
1997-10-02,9.64,USD,anuefund_public
1997-10-03,9.67,USD,anuefund_public
1997-10-06,9.63,USD,anuefund_public
1997-10-07,9.58,USD,anuefund_public
1997-10-08,9.57,USD,anuefund_public
1997-10-09,9.56,USD,anuefund_public
1997-10-10,9.44,USD,anuefund_public
1997-10-13,9.45,USD,anuefund_public
1997-10-14,9.43,USD,anuefund_public
1997-10-15,9.38,USD,anuefund_public
1997-10-16,9.35,USD,anuefund_public
1997-10-17,9.28,USD,anuefund_public
1997-10-20,9.25,USD,anuefund_public
1997-10-21,9.24,USD,anuefund_public
