date,nav,currency,source
2015-11-18,9.9096,USD,anuefund_public
2015-11-19,10.059,USD,anuefund_public
2015-11-20,10.135,USD,anuefund_public
2015-11-23,10.1193,USD,anuefund_public
2015-11-24,10.1051,USD,anuefund_public
2015-11-25,10.1051,USD,anuefund_public
2015-11-26,10.0787,USD,anuefund_public
2015-11-27,10.0782,USD,anuefund_public
2015-11-30,10.1048,USD,anuefund_public
2015-12-01,10.1825,USD,anuefund_public
2015-12-02,10.1379,USD,anuefund_public
2015-12-03,10.0657,USD,anuefund_public
2015-12-04,9.9712,USD,anuefund_public
2015-12-07,9.9831,USD,anuefund_public
2015-12-08,9.9038,USD,anuefund_public
2015-12-09,9.7124,USD,anuefund_public
2015-12-10,9.803,USD,anuefund_public
2015-12-11,9.706,USD,anuefund_public
2015-12-14,9.6833,USD,anuefund_public
2015-12-15,9.7592,USD,anuefund_public
2015-12-16,9.8099,USD,anuefund_public
2015-12-17,9.9929,USD,anuefund_public
2015-12-18,9.9709,USD,anuefund_public
2015-12-21,10.041,USD,anuefund_public
2015-12-22,10.0361,USD,anuefund_public
2015-12-23,10.1137,USD,anuefund_public
2015-12-24,10.1306,USD,anuefund_public
2015-12-25,10.1306,USD,anuefund_public
2015-12-28,10.1799,USD,anuefund_public
2015-12-29,10.21,USD,anuefund_public
2015-12-30,10.1778,USD,anuefund_public
2015-12-31,10.2474,USD,anuefund_public
2016-01-04,10.0885,USD,anuefund_public
2016-01-05,10.0896,USD,anuefund_public
2016-01-06,10.061,USD,anuefund_public
2016-01-07,9.7902,USD,anuefund_public
2016-01-08,9.928,USD,anuefund_public
2016-01-11,9.8508,USD,anuefund_public
2016-01-12,9.7639,USD,anuefund_public
2016-01-13,9.7509,USD,anuefund_public
2016-01-14,9.6491,USD,anuefund_public
2016-01-15,9.422,USD,anuefund_public
2016-01-18,9.1017,USD,anuefund_public
2016-01-19,9.2664,USD,anuefund_public
2016-01-20,9.095,USD,anuefund_public
2016-01-21,9.0936,USD,anuefund_public
2016-01-22,9.2806,USD,anuefund_public
2016-01-25,9.3183,USD,anuefund_public
2016-01-26,9.3183,USD,anuefund_public
2016-01-27,9.2559,USD,anuefund_public
2016-01-28,9.2125,USD,anuefund_public
2016-01-29,9.3768,USD,anuefund_public
2016-02-01,9.4688,USD,anuefund_public
2016-02-02,9.3176,USD,anuefund_public
2016-02-03,9.2254,USD,anuefund_public
2016-02-04,9.2262,USD,anuefund_public
2016-02-05,9.385,USD,anuefund_public
2016-02-15,8.8475,USD,anuefund_public
2016-02-16,8.6242,USD,anuefund_public
